match_id,player_slot,radiant_win,duration,game_mode,lobby_type,hero_id,start_time,version,kills,deaths,assists,skill,leaver_status,party_size

3774360876,130,True,2785,22,7,8,1520704358,21,9,17,6,,0,1

3774263638,4,True,2804,22,7,104,1520700939,21,6,6,9,,0,1

3774176478,3,True,2637,22,7,2,1520697758,21,6,8,27,,0,1

3772197328,129,False,2039,22,7,12,1520608076,21,3,2,9,1,0,2

3772102686,129,True,2529,22,7,119,1520604984,21,3,7,9,1,0,2

3770168166,128,False,3971,22,0,13,1520510489,21,10,20,24,,0,4

3770094718,130,True,2339,22,7,46,1520507647,21,1,10,5,1,0,3

3766070842,3,False,1876,22,7,57,1520276827,,0,6,2,1,0,2

3765998593,130,False,3370,22,7,13,1520273144,,11,16,14,,0,

3765936783,2,True,2370,22,7,13,1520270164,,6,11,21,1,0,

3755976712,130,True,4122,22,7,16,1519756007,,6,23,24,,0,

3755898369,2,True,2792,22,7,16,1519752338,,3,10,26,,0,

3748619988,132,False,1875,4,0,1,1519389771,21,6,3,16,1,0,5

3746680975,2,False,3357,22,7,76,1519291093,21,12,14,17,1,0,1

3746561786,4,True,2300,22,7,56,1519285163,21,13,6,5,1,0,1

3745171201,3,False,1973,22,7,13,1519207164,21,2,11,5,1,0,2

3745099486,130,True,1896,22,7,114,1519203551,21,1,11,1,1,0,2

3744834494,130,False,2052,22,7,114,1519188479,21,4,9,11,1,0,2

3741238094,0,True,3265,22,7,2,1518979448,21,8,14,16,,0,2

3741161334,3,False,2912,22,7,63,1518975989,21,7,12,15,,0,2

3731048813,129,True,3187,22,7,12,1518456347,21,9,6,15,1,2,3

3730981766,130,True,2367,22,0,13,1518453396,21,11,9,11,1,0,4

3729380839,0,True,2160,22,7,71,1518368781,21,4,7,26,1,0,3

3726907188,130,False,2581,22,7,16,1518264518,21,6,5,23,1,0,3

3726837024,132,False,1933,22,7,114,1518262031,21,3,7,15,1,0,3

3726695508,129,True,3441,22,7,114,1518256553,21,7,11,16,,0,1

3726562134,128,True,2981,22,7,114,1518251193,21,6,14,15,1,0,1

3723765503,129,False,1809,22,7,93,1518104117,21,7,4,12,1,0,1

3723684267,0,False,2460,22,7,5,1518101144,21,4,15,16,1,0,1

3723429361,130,False,2613,22,7,16,1518092259,21,10,9,35,1,0,1

3723140979,130,False,2834,22,7,120,1518079303,21,5,13,21,1,0,1

3723060523,3,True,2534,22,7,93,1518074969,21,33,8,15,,0,1

3722136985,2,True,2791,4,0,112,1518018088,21,1,12,20,1,0,4

3722046863,1,True,2387,4,0,46,1518014757,21,6,5,10,1,0,3

3721427949,130,True,2505,4,0,25,1517989043,21,6,13,18,1,0,5

3721385525,2,True,1978,4,0,96,1517986608,21,6,5,20,1,0,4

3720577147,132,True,2357,22,7,76,1517934237,21,4,13,9,,0,3

3720470603,1,True,3141,22,7,120,1517930041,21,4,10,22,1,0,3

3720169380,1,False,2818,22,7,36,1517919307,21,12,11,24,,0,1

3720095433,0,True,1992,22,7,76,1517916397,21,8,3,16,1,0,1

3720025495,129,True,2056,22,7,63,1517913414,21,6,9,8,1,0,1

3719940185,132,True,2480,22,7,43,1517909484,21,8,11,20,1,0,1

3719861644,1,True,2208,22,7,93,1517905467,21,6,5,12,1,0,1

3719811320,128,False,1943,22,7,5,1517902694,21,5,6,15,1,0,1

3718909539,1,False,2958,22,7,114,1517845279,21,6,13,16,,0,1

3718823966,131,False,2158,22,7,46,1517842104,21,8,6,14,,0,1

3718342825,3,False,2624,22,0,14,1517823622,21,9,18,27,1,0,1

3718274999,1,True,2791,22,0,14,1517820271,21,5,12,19,1,0,1

3717506003,3,True,1897,4,0,106,1517769483,21,4,7,14,1,0,4

3717433930,4,True,2663,4,0,67,1517766325,21,12,10,19,1,0,4

3717311367,130,False,3379,22,0,9,1517761455,21,6,14,16,1,0,3

3717194002,129,False,2802,22,7,64,1517757284,21,0,6,13,,0,5

3717032108,129,False,3274,2,7,26,1517752110,21,3,12,26,,0,3

3716842944,131,False,1335,4,0,6,1517746256,21,3,3,12,1,0,5

3716721361,3,True,1969,22,7,76,1517742113,21,4,2,9,,0,1

3715024048,0,False,2214,22,0,34,1517667148,21,6,12,4,1,0,1

3712292397,131,False,2298,4,0,2,1517545909,21,13,9,15,1,0,5

3712234349,3,False,1605,22,0,74,1517541849,21,1,8,2,1,0,1

3711643943,1,False,2806,22,0,44,1517503494,21,10,11,9,1,0,4

3711543107,129,False,3430,22,0,114,1517499557,21,6,10,19,,0,2

3711458818,3,True,2555,22,0,76,1517496512,21,10,5,18,1,0,2

3711199637,131,True,2516,22,0,3,1517487660,21,3,11,14,1,0,2

3709839486,4,False,2032,22,7,87,1517412468,21,3,11,6,,1,1

3708253403,132,True,2341,22,7,23,1517330151,21,2,12,7,,0,2

3708116987,1,True,1964,22,7,76,1517324941,21,5,2,6,,0,1

3707731760,1,False,2804,22,0,120,1517311641,21,10,11,10,1,0,3

3707650052,132,False,2969,22,0,114,1517308217,21,12,10,22,1,0,2

3707480720,3,False,3241,4,0,98,1517300239,21,3,15,16,1,0,5

3707437179,3,True,1877,4,0,26,1517297994,21,3,5,22,1,0,5

3706809964,128,True,2693,4,0,62,1517254576,21,7,17,9,1,0,4

3706747284,1,False,2663,4,0,56,1517251398,21,5,11,12,1,0,4

3706677800,2,False,2837,4,0,97,1517248168,21,2,12,18,1,0,3

3706421172,132,True,2728,4,0,20,1517237896,21,5,14,23,1,0,5

3706325304,3,False,2752,4,0,112,1517234608,21,2,15,23,1,0,5

3704930129,128,False,2704,22,7,63,1517159789,21,4,3,26,,0,3

3704835755,131,True,3081,22,0,108,1517156173,21,4,10,15,1,0,4

3704740131,129,False,2844,22,0,93,1517152803,21,11,5,18,,0,4

3702227750,128,True,2558,22,0,10,1517053427,21,4,6,16,1,0,1

3702086083,2,True,2617,22,7,63,1517048346,21,18,3,26,,0,2

3702006687,2,False,2180,22,7,104,1517045372,21,6,10,14,,0,3

3701886074,1,False,3972,22,7,67,1517040751,21,16,7,41,,0,3

3701568482,132,False,2585,22,0,120,1517027292,21,5,8,6,1,0,2

3701496791,3,True,2266,22,0,114,1517023522,21,3,7,10,1,0,2

3700976445,3,False,3240,22,7,46,1516992372,21,16,14,8,,0,1

3700890524,2,True,3104,22,0,114,1516988795,21,16,10,23,,0,1

3700796133,128,False,2549,22,7,36,1516985294,21,9,6,29,,0,2

3700547056,132,False,2980,22,7,76,1516977016,21,13,8,16,,0,5

3700460688,3,True,2176,22,7,63,1516974380,21,18,3,16,,0,5

3700231091,4,True,2785,22,7,36,1516967007,21,15,9,27,,0,5

3700165684,4,True,2072,22,7,93,1516964493,21,4,3,20,,0,5

3699024231,130,False,3371,22,0,76,1516900110,21,20,11,21,1,0,3

3698942778,131,True,2813,4,0,110,1516896827,21,9,10,22,1,0,4

3698868719,130,False,2396,4,0,104,1516894047,21,9,10,10,1,0,4

3698522845,129,False,3288,22,0,114,1516882459,21,7,9,27,1,0,1

3697499332,0,False,3383,22,7,46,1516821374,21,17,11,14,,0,1

3696562865,2,False,2928,22,7,46,1516784318,21,5,7,6,,0,5

3696507072,130,False,1615,22,7,5,1516782118,21,7,5,9,,0,5

3696419794,130,True,3201,22,7,5,1516778384,21,6,17,25,,0,3

3696259459,131,False,2271,22,7,120,1516768623,21,8,3,11,,0,1

3695702305,4,True,2139,22,7,120,1516729679,21,7,4,25,,0,5

3695645662,4,True,1521,22,7,76,1516727238,21,4,1,9,,1,5

3695152003,131,False,2278,4,0,109,1516709509,21,10,14,10,1,0,5

3695064219,2,True,2003,4,0,93,1516706160,21,13,3,11,1,0,4

3694935695,131,True,2574,22,7,34,1516700565,21,9,9,16,,0,5

3694886672,129,False,1696,22,7,76,1516698280,21,17,2,21,,0,2

3694839993,132,False,1658,22,7,114,1516696058,21,11,5,15,,0,2

3694116449,130,False,2691,4,0,120,1516649053,21,13,9,18,1,0,3

3694066773,131,False,2194,4,0,96,1516646597,21,3,10,16,1,0,4

3694008069,132,False,2125,4,0,18,1516643860,21,7,5,16,1,0,4

3693960527,132,True,1702,4,0,25,1516641757,21,5,5,10,1,0,5

3693864543,4,False,3673,4,0,21,1516637764,21,4,10,18,,0,5

3693803054,130,False,2006,4,0,45,1516635364,21,6,4,14,1,0,5

3693739980,129,False,1880,4,0,90,1516633053,21,2,2,9,1,0,3

3693661388,132,False,2302,4,0,4,1516630295,21,12,7,15,1,0,2

3693401107,3,False,1461,4,0,44,1516621306,21,1,2,0,1,2,4

3692235929,128,False,1917,4,0,70,1516555328,21,6,7,7,1,0,2

3692156948,2,False,2635,4,0,2,1516552240,21,4,12,8,1,0,3

3692100093,1,True,1752,4,0,36,1516550141,21,13,3,12,1,0,4

3692039290,131,False,1707,4,0,58,1516548041,21,6,4,5,1,0,3

3688068830,129,False,2683,4,0,63,1516379916,21,17,9,16,1,0,3

3688001817,129,False,1993,4,0,87,1516377598,21,4,6,32,1,0,3

3687901806,129,False,2276,4,0,109,1516374341,21,6,9,12,1,0,3

3687835028,3,True,1691,4,0,37,1516372245,21,4,2,18,1,0,3

3687781461,1,True,1395,4,0,8,1516370604,21,3,7,13,1,0,3

3687602198,3,False,1339,22,7,28,1516364929,21,0,5,2,,2,3

3687457255,131,False,2007,22,7,2,1516359592,21,16,8,21,,0,2

3687214330,1,True,3311,4,0,97,1516348642,21,5,11,23,1,0,2

3687160142,132,True,2111,4,0,79,1516346047,21,2,9,6,1,0,2

3687109674,1,True,2263,4,0,11,1516343495,21,9,8,19,1,0,2

3686343751,1,False,2518,4,0,22,1516296047,21,5,16,17,1,0,4

3686252603,0,True,3004,4,0,75,1516292639,21,3,13,27,1,0,5

3686129663,129,True,3478,4,0,43,1516288370,21,17,12,20,1,0,4

3685754520,3,True,2846,4,0,119,1516275365,21,3,12,16,1,0,2

3685693134,2,True,2212,4,0,11,1516272830,21,8,10,10,1,0,2

3685648362,130,True,2916,22,0,114,1516270813,21,1,5,5,1,3,4

3685498431,1,False,3557,22,0,36,1516263617,21,22,16,25,1,2,2

3685436859,4,True,2660,22,0,93,1516260461,21,12,9,19,1,0,2

3684585914,130,True,2707,22,0,76,1516207820,21,6,10,7,1,0,1

3684512803,129,False,2351,22,0,108,1516204754,21,6,6,22,1,0,1

3683020200,0,True,2533,22,0,76,1516123641,21,7,8,12,1,0,1

3682753304,131,True,3686,22,0,34,1516113887,21,4,15,10,1,0,4

3681981139,132,False,3399,22,0,34,1516081545,21,10,8,29,1,0,1

3669885822,131,True,3137,22,0,76,1515510274,21,17,11,15,,0,1

3669495517,2,False,1607,4,0,7,1515496743,21,3,13,6,1,0,3

3669382997,2,False,2841,22,7,84,1515492145,21,1,18,7,,0,3

3668422725,132,False,2673,22,0,76,1515434904,21,15,6,17,1,0,1

3668352851,1,True,2435,22,0,114,1515431891,21,11,11,15,,0,1

3668270849,129,False,2657,22,0,32,1515428626,21,10,8,12,1,0,1

3667732756,132,False,3298,22,0,120,1515410258,21,16,13,19,,0,2

3667639939,4,True,3005,22,0,7,1515406630,21,1,8,19,1,0,2

3667526913,131,True,2336,22,0,34,1515401790,21,2,12,9,1,0,1

3664518932,3,True,2295,22,0,88,1515260682,21,2,6,8,1,0,3

3664437464,131,False,2280,22,0,36,1515257801,21,20,4,25,1,0,3

3662378981,132,True,2509,22,7,34,1515171096,21,7,13,14,,0,1

3657392051,1,False,3239,22,0,93,1514948715,21,10,10,15,1,0,5

3656832951,4,True,2014,22,0,8,1514916397,21,7,3,16,1,0,5

3654824417,0,False,3880,22,7,5,1514826202,21,6,15,18,,0,1

3653079406,3,True,3201,4,0,13,1514745730,21,2,11,18,1,0,4

3652975010,1,True,2486,4,0,63,1514741515,21,13,4,17,1,0,2

3652863492,0,False,2086,22,0,34,1514737304,21,3,9,1,1,0,1

3652117781,132,False,3070,22,0,120,1514710831,21,12,19,18,1,0,1

3647952076,129,False,2612,22,0,2,1514535319,21,6,10,21,1,0,3

3647835104,0,True,2331,4,0,34,1514530489,21,8,9,26,1,0,5

3647777229,0,True,2036,4,0,76,1514527899,21,6,3,21,1,0,5

3647625489,2,True,2546,22,0,93,1514520059,21,18,5,18,1,0,2

3646928596,132,False,2933,22,0,39,1514481134,21,12,11,16,1,0,4

3646730874,4,True,1927,4,0,89,1514474119,21,5,4,23,1,0,5

3646651834,4,True,1950,4,0,12,1514471609,21,5,5,13,1,0,5

3646270925,130,True,3426,4,0,120,1514459241,21,19,14,20,1,0,3

3646102100,0,False,3956,4,0,71,1514452591,21,9,13,43,1,0,3

3646041813,128,True,2003,4,0,13,1514450086,21,4,16,12,1,0,3

3644854204,132,False,2214,4,0,31,1514389406,21,1,13,14,1,0,4

3644761066,3,True,1897,4,0,27,1514386343,21,0,6,15,1,0,5

3644678586,3,True,2194,4,0,26,1514383794,21,3,7,21,1,0,5

3644390927,128,True,1277,22,7,76,1514374714,21,0,3,0,,2,2

3644255343,1,True,4730,22,7,39,1514369444,21,17,15,22,,0,2

3643157515,132,True,4290,22,0,99,1514312075,21,5,18,17,1,0,5

3642860440,132,False,2949,22,0,34,1514301085,21,3,15,18,,0,2

3642393985,4,False,3141,22,0,93,1514286415,21,6,10,13,1,0,3

3642004061,129,False,2472,22,0,74,1514270392,21,11,2,18,1,0,1

3640863337,128,True,2081,4,0,76,1514213261,21,5,14,8,1,0,3

3640774865,128,True,2229,4,0,20,1514210529,21,6,12,11,1,0,2

3640444822,128,True,1796,22,7,11,1514199900,21,4,7,6,,0,1

3637734649,2,True,2856,22,7,87,1514088967,21,5,11,36,,0,1

3637046016,130,True,2821,22,0,104,1514052943,21,9,15,10,,0,3

3636722750,132,True,2001,22,0,76,1514042683,21,2,11,5,1,1,5

3636616910,132,False,2343,22,0,11,1514039772,21,9,7,12,1,2,5

3633885885,1,False,2932,22,0,8,1513930588,21,7,11,12,1,0,2

3633832491,3,True,1678,22,0,11,1513928233,21,12,6,12,1,0,2

3632320360,132,True,2587,22,0,86,1513856832,21,4,14,13,1,0,5

3632242939,132,False,2436,22,0,34,1513853932,21,12,3,27,1,0,5

3630906601,2,False,2232,22,7,11,1513791002,21,2,9,5,,0,1

3630732844,130,False,3435,22,7,18,1513784431,21,7,21,20,,0,1

3630527602,2,True,2592,22,0,11,1513777789,21,12,8,12,1,0,1

3630044195,128,True,2495,22,7,36,1513762384,21,5,7,12,,0,1

3629939141,131,False,3451,22,0,88,1513758372,21,3,13,26,,0,3

3629652887,1,True,1696,22,7,93,1513747658,21,11,5,5,,0,1

3628767268,1,False,2895,22,7,34,1513700746,21,14,9,10,,0,1

3628703137,0,True,1607,22,7,34,1513698453,21,10,4,11,,0,1

3628294033,129,False,2898,22,7,46,1513685509,21,10,7,15,,0,1

3628174048,4,False,1714,22,7,76,1513681158,21,6,9,4,,0,1

3627626397,130,False,2969,22,7,93,1513657760,21,15,7,27,,0,1

3626783167,130,False,2761,22,7,10,1513615116,21,5,6,16,,0,1

3626496868,3,False,2321,22,0,36,1513605765,21,2,15,9,1,0,4

3626041198,132,False,1912,22,7,93,1513590193,21,8,2,10,,0,1

3624907585,0,False,3082,22,7,93,1513531841,21,15,16,14,,0,1

3622583935,4,False,1998,22,7,119,1513446420,21,4,10,11,,0,5

3622481430,4,True,2227,22,7,36,1513443307,21,7,7,14,,0,5

3622394619,4,True,1856,22,7,36,1513440853,21,5,5,17,,0,5

3621613217,1,False,1916,22,0,93,1513420464,21,5,11,6,1,0,3

3621310124,131,True,2364,22,0,76,1513410603,21,3,11,7,1,0,5

3621202212,132,False,3146,22,0,104,1513406908,21,14,10,14,1,0,5

3621110560,132,False,2970,4,0,56,1513403538,21,8,13,16,,0,5

3620962259,3,True,1810,22,7,93,1513397384,21,16,4,15,,0,1

3620903051,130,True,2345,22,7,93,1513394638,21,8,14,8,,0,1

3620277563,131,False,2818,22,7,93,1513363778,21,16,5,20,,0,1

3620030936,2,True,2258,22,7,36,1513356106,21,10,8,12,,0,5

3619893439,0,True,2608,4,0,93,1513352370,21,38,4,8,1,0,1

3619766159,131,False,2329,4,0,36,1513349165,21,12,8,10,1,0,1

3619146308,131,False,1646,4,0,93,1513331629,21,12,3,10,1,0,4

3618870281,132,False,2696,4,0,17,1513321166,21,3,7,19,1,0,3

3617729751,2,False,3408,4,0,34,1513262565,21,8,12,12,1,0,5

3617587203,0,True,2155,4,0,90,1513257906,21,5,11,15,1,0,5

3617420556,4,True,1951,4,0,104,1513252080,21,8,2,30,1,0,5

3617350036,131,False,1922,4,0,89,1513249351,21,10,6,28,1,0,5

3616181742,4,False,3277,4,0,27,1513182747,21,1,6,2,1,3,1

3615601054,132,True,3094,22,7,67,1513161431,21,13,10,15,,0,1

3614463443,0,False,1940,22,7,67,1513100407,21,4,12,8,,0,1

3614087803,131,False,3200,22,0,86,1513090394,21,11,15,30,,0,4

3614011784,131,False,1533,22,0,36,1513088440,21,19,0,33,1,0,4

3613904612,131,True,2342,22,0,36,1513085626,21,17,9,9,1,0,5

3613463060,1,True,2198,22,0,46,1513070402,21,12,3,6,1,0,1

3613401187,3,False,2071,22,7,76,1513067594,21,4,11,5,,0,1

3613342751,129,True,2196,22,7,104,1513064751,21,5,9,9,,2,1

3612494951,130,False,2417,22,7,99,1513016803,21,11,12,24,,0,1

3612431969,129,True,2206,22,7,10,1513013885,21,2,9,9,,0,1

3612172391,1,True,4014,22,7,67,1513003517,21,17,16,24,,0,1

3612111643,2,True,1527,22,7,10,1513001460,21,8,0,16,,0,1

3611752830,129,True,2410,22,7,34,1512988445,21,6,13,7,,0,1

3611586919,0,False,3360,22,7,76,1512980746,21,3,10,16,,0,1

3611509273,4,True,2764,22,7,76,1512976971,21,7,7,16,,0,1

3611314655,130,False,2788,22,0,11,1512966017,21,5,10,11,1,0,3

3609469154,131,True,2859,22,7,93,1512890419,21,6,17,7,,0,1

3608282814,131,True,3273,22,0,119,1512837299,21,3,18,18,,0,5

3595246031,132,True,2124,22,7,11,1512233054,21,8,10,6,,0,1

3595120568,131,False,3202,22,0,60,1512229276,21,2,13,16,1,0,5

3594445919,0,False,2991,22,0,32,1512209400,21,2,16,10,1,0,4

3594317372,2,True,1518,22,0,99,1512204782,21,1,3,6,1,0,4

3594231284,3,False,2272,22,0,93,1512201713,21,5,11,8,1,0,3

3594074977,3,True,1570,22,0,76,1512195838,21,3,2,2,1,0,3

3593421868,1,False,3940,22,0,104,1512159678,21,7,17,21,1,0,3

3593344469,131,True,3296,22,0,76,1512155859,21,14,7,22,1,0,3

3592582198,4,True,2220,22,0,13,1512129975,21,1,6,5,1,0,2

3592499194,4,True,2330,22,0,119,1512127075,21,8,12,19,1,0,2

3592266013,128,True,2656,22,7,93,1512117473,21,5,15,13,,0,1

3591159072,3,False,3067,22,0,76,1512056480,21,7,17,6,,0,3

3590486124,128,True,2161,22,0,93,1512032919,21,2,15,3,1,0,3

3590417991,130,True,2077,22,7,119,1512029862,21,4,14,5,,0,2

3590356415,129,False,2434,22,0,9,1512026963,21,1,12,14,1,0,2

3589426266,2,False,1690,22,0,104,1511973216,21,0,8,1,,3,3

3589325631,129,True,2543,22,7,43,1511969429,21,6,10,4,,0,1

3589114332,0,True,3485,22,7,21,1511962524,21,6,13,27,,0,1

3587807124,0,True,2488,4,0,40,1511889455,21,9,8,23,1,0,2

3587695033,130,False,3839,4,0,104,1511884876,21,16,10,15,1,0,3

3587629306,4,False,1958,4,0,32,1511882418,21,2,12,6,1,0,5

3586729491,2,False,3692,22,7,93,1511843969,21,22,12,20,,0,1

3585956219,132,False,3984,22,0,34,1511797453,21,14,17,18,1,0,5

3585842615,1,False,2185,22,0,34,1511793491,21,5,16,9,1,0,5

3585396615,2,True,1921,22,7,63,1511777614,21,5,8,14,,0,1

3584483282,1,True,2779,22,7,67,1511722493,21,6,8,16,,0,1

3584425276,1,False,2056,22,7,39,1511719971,21,3,10,3,,0,1

3584338799,2,True,1665,22,7,36,1511716469,21,5,1,24,,0,1

3583842586,1,False,2632,22,7,76,1511700733,21,13,8,8,,0,1

3583478135,132,True,2493,22,7,76,1511689022,21,10,8,6,,0,1

3583393806,131,False,1583,22,7,76,1511686127,21,15,0,11,,0,1

3583240400,1,False,2780,22,7,67,1511680863,21,6,7,16,,0,1

3582961314,2,True,1925,22,7,76,1511669713,21,15,2,7,,0,1

3582351770,2,True,2293,22,7,67,1511636805,21,9,10,16,,0,1

3582294036,2,True,1495,22,7,63,1511634569,21,10,2,12,,0,1

3580931560,0,True,2445,22,0,119,1511591266,21,9,10,9,1,0,4

3580778224,131,False,2206,22,0,2,1511584538,21,8,4,17,1,0,4

3580716063,132,False,2342,4,0,31,1511581401,21,17,5,25,1,0,3

3580015185,129,True,1710,4,0,114,1511543410,21,2,12,5,1,0,2

3579923358,2,False,2665,4,0,93,1511540215,21,10,11,17,1,0,2

3579803577,132,False,3104,4,0,112,1511536446,21,2,16,28,1,0,3

3579716817,1,True,2181,4,0,6,1511533898,21,7,8,6,1,0,3

3579613001,1,True,2621,4,0,83,1511530941,21,4,8,22,1,0,3

3579287247,0,False,3001,4,0,46,1511520222,21,10,13,7,1,0,1

3579231147,0,False,2069,4,0,100,1511517864,21,4,10,7,1,0,1

3579162557,3,True,1899,4,0,17,1511514806,21,4,3,9,1,0,1

3579118679,132,True,1572,4,0,95,1511512848,21,7,7,8,1,0,4

3579026951,4,False,1815,4,0,46,1511508597,21,3,6,2,1,0,1

3578812575,3,False,1732,4,0,8,1511497215,21,4,8,9,1,0,2

3578760688,0,False,2938,4,0,12,1511493879,21,0,8,2,1,2,2

3577414920,131,False,3073,22,0,46,1511429424,21,7,5,14,1,0,4

3576519516,2,False,1795,22,0,11,1511372181,21,4,6,3,1,0,4

3576460038,3,True,2100,22,0,36,1511369542,21,7,3,13,1,0,5

3576408732,3,True,1668,4,0,67,1511367418,21,9,5,22,1,0,5

3575987852,4,False,2945,4,0,12,1511352658,21,3,12,18,1,0,5

3575879228,3,True,2420,4,0,51,1511348402,21,2,16,27,1,0,1

3575615128,4,False,2735,4,0,10,1511335310,21,4,7,9,1,0,1

3574761057,2,False,2254,4,0,61,1511280581,21,6,13,8,1,0,5

3574647160,132,False,3704,4,0,21,1511276338,21,18,7,21,1,0,5

3574131554,129,True,3427,4,0,76,1511256909,21,17,13,14,1,0,4

3574075430,129,False,2331,4,0,48,1511254168,21,6,15,12,1,0,4

3573999621,131,True,2528,4,0,120,1511250227,21,2,16,10,1,0,3

3573113469,131,False,1968,4,0,106,1511193760,21,4,7,29,1,0,5

3572950934,0,False,2486,4,0,58,1511187942,21,5,12,6,1,0,1

3572623754,4,False,1095,22,0,8,1511176310,21,0,1,0,1,3,2

3571507646,3,True,2947,22,0,50,1511110069,21,3,6,20,1,0,4

3571430717,132,True,2224,22,0,8,1511107305,21,4,6,10,1,0,4

3570939207,131,True,2686,4,0,64,1511092474,21,3,15,14,1,0,4

3570826133,132,True,2109,22,0,10,1511088858,21,1,8,8,1,0,3

3570135161,132,True,3638,22,0,39,1511062665,21,11,7,19,1,0,5

3569312076,131,False,2326,22,0,17,1511021616,21,4,7,12,1,0,2

3569191276,1,False,2917,22,0,98,1511018154,21,6,11,3,,0,4

3569088868,1,True,2222,22,0,46,1511015346,21,14,4,15,1,0,4

3568730285,128,False,2936,22,0,119,1511005303,21,10,11,19,,0,2

